league,season,team,player,nation,pos,age,born,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10
GER-Bundesliga,2022 - 2023,Union Berlin,Rani Khedira,GER,MF,28,1994,0.2326975,-0.40556931,-0.5829688,-0.1000458,0.3481015,-0.34619886,0.021518573,-0.40107477,-0.46114743,-0.16217044
GER-Bundesliga,2022 - 2023,Union Berlin,Robin Knoche,GER,DF,30,1992,0.113384396,-0.15669672,-0.6644879,-0.041317366,0.19258416,-0.22607458,-0.32002622,0.14965834,-0.19349928,-0.46252972
GER-Bundesliga,2022 - 2023,Union Berlin,Sheraldo Becker,SUR,FW,27,1995,0.04853656,-0.3427502,-0.15095332,-0.23921396,0.14474757,-0.021184597,-0.062048156,-0.63702714,-0.0022506379,0.64823556
GER-Bundesliga,2022 - 2023,Werder Bremen,Amos Pieper,GER,DF,24,1998,0.0065833945,-0.18485083,-0.66608554,0.09671496,0.38792682,-0.15290545,-0.14523643,-0.06145468,-0.38683876,-0.20379892
GER-Bundesliga,2022 - 2023,Werder Bremen,Anthony Jung,GER,"DF,FW",30,1991,0.12678249,-0.3938344,-0.63157105,-0.15845118,0.20696482,0.04727085,0.13340613,-0.33675388,-0.050672896,0.050970327
GER-Bundesliga,2022 - 2023,Werder Bremen,Ilia Gruev,BUL,MF,22,2000,0.33616424,-0.29463565,-0.6558578,0.22846483,0.23974884,0.041569892,0.08264335,-0.4443462,-0.56086636,-0.1500703
GER-Bundesliga,2022 - 2023,Werder Bremen,Jens Stage,DEN,MF,25,1996,0.14136535,-0.4198461,-0.383821,0.10877418,0.43311772,-0.11292398,0.011209771,-0.4808404,-0.18345785,0.15435801
GER-Bundesliga,2022 - 2023,Werder Bremen,Leonardo Bittencourt,GER,"MF,DF",28,1993,0.1754728,-0.096939586,-0.50353837,0.058399513,0.07608198,-0.25178984,0.25769824,-0.6750741,-0.28332058,0.23664474
GER-Bundesliga,2022 - 2023,Werder Bremen,Marco Friedl,AUT,DF,24,1998,0.2625311,-0.19600019,-0.760715,-0.0064419606,0.32428965,-0.04911439,0.11428821,0.37931302,-0.42064947,-0.21776746
GER-Bundesliga,2022 - 2023,Werder Bremen,Marvin Ducksch,GER,FW,28,1994,0.12801836,-0.2817278,-0.005463784,-0.3667683,0.47263175,0.06681455,-0.100150466,-0.59516525,-0.16143093,0.5115105
GER-Bundesliga,2022 - 2023,Werder Bremen,Mitchell Weiser,GER,"DF,FW",28,1994,0.32414144,-0.43351448,-0.4057018,-0.20346221,0.03671186,-0.12173815,0.45836604,-0.40074933,0.1149864,0.079723805
GER-Bundesliga,2022 - 2023,Werder Bremen,Niclas Füllkrug,GER,FW,29,1993,0.12360615,-0.23198666,0.08561937,-0.12315447,0.1591291,-0.16688149,-0.38948753,-0.51605815,-0.051180687,0.15727513
GER-Bundesliga,2022 - 2023,Werder Bremen,Niklas Schmidt,GER,MF,24,1998,0.071451955,-2.4348497e-05,-0.38200986,0.42284775,0.029403657,-0.1899349,-0.05930821,-0.40611088,-0.42797545,0.21578406
GER-Bundesliga,2022 - 2023,Werder Bremen,Niklas Stark,GER,DF,27,1995,0.19579339,-0.3426987,-0.6813916,0.27876532,0.2896448,-0.080392815,-0.05201852,0.17326994,-0.5384197,-0.46810758
GER-Bundesliga,2022 - 2023,Werder Bremen,Romano Schmid,AUT,"MF,FW",22,2000,0.30447838,-0.27883524,-0.43723294,0.07241062,0.14985053,0.07419745,0.037868153,-0.7103866,-0.24882561,0.07288192
GER-Bundesliga,2022 - 2023,Wolfsburg,Felix Nmecha,GER,MF,21,2000,0.16709144,-0.30333275,-0.3179604,0.16582493,0.25241706,-0.064940885,0.049379766,-0.39457452,-0.082343064,-0.09465674
GER-Bundesliga,2022 - 2023,Wolfsburg,Jakub Kamiński,POL,"FW,DF",20,2002,0.16708809,-0.33909944,-0.23403421,-0.046601966,0.22574957,-0.017933343,0.28985932,-0.59626144,-0.42530546,0.28886762
GER-Bundesliga,2022 - 2023,Wolfsburg,Jonas Wind,DEN,FW,23,1999,-0.060525518,-0.18244325,-0.20089364,0.26728147,0.4780965,-0.077404626,-0.12006481,-0.56932527,-0.4574025,0.3476445
GER-Bundesliga,2022 - 2023,Wolfsburg,Mattias Svanberg,SWE,"MF,FW",23,1999,0.21025234,-0.25368896,-0.22633447,0.07478313,0.39439186,0.07241174,0.104384065,-0.54616123,-0.024570376,0.22022626
GER-Bundesliga,2022 - 2023,Wolfsburg,Maxence Lacroix,FRA,DF,22,2000,-0.21325776,-0.15148695,-0.69140065,0.21442983,0.23147927,-0.024749331,-0.35955274,0.06847385,-0.5243442,-0.24497876
GER-Bundesliga,2022 - 2023,Wolfsburg,Maximilian Arnold,GER,MF,28,1994,0.50131243,0.29183623,-0.44727412,-0.15690851,0.18596472,-0.25965226,-0.07308909,-0.19706796,-0.11857024,-0.08041066
GER-Bundesliga,2022 - 2023,Wolfsburg,Micky van de Ven,NED,DF,21,2001,0.006443776,-0.32416496,-0.69625974,-0.16217193,0.12041806,0.03765145,-0.09792706,0.1784212,-0.41633597,-0.17590693
GER-Bundesliga,2022 - 2023,Wolfsburg,Omar Marmoush,EGY,FW,23,1999,0.16500638,-0.4661066,0.0023648099,0.16909347,0.20640782,-0.074435845,0.0838677,-0.64927083,-0.43144885,0.2795486
GER-Bundesliga,2022 - 2023,Wolfsburg,Patrick Wimmer,AUT,"FW,MF",21,2001,0.17879015,-0.3927263,-0.15188177,0.15713254,0.37969524,0.009539915,0.2832994,-0.57558155,0.17869052,0.26963213
GER-Bundesliga,2022 - 2023,Wolfsburg,Ridle Baku,GER,"DF,FW",24,1998,0.070169926,-0.09765918,-0.5072706,-0.3048927,0.11556969,-0.128009,0.23502955,-0.33934522,-0.28529137,0.2355128
GER-Bundesliga,2022 - 2023,Wolfsburg,Sebastiaan Bornauw,BEL,DF,23,1999,-0.13209952,-0.20173556,-0.7269231,0.045092918,0.46381444,0.07389044,-0.25518885,-0.08019769,-0.552678,-0.26413584
GER-Bundesliga,2022 - 2023,Wolfsburg,Yannick Gerhardt,GER,MF,28,1994,-0.09192284,-0.20035261,-0.33153093,-0.01994452,0.5848046,0.1712708,0.11582555,-0.585778,-0.19576944,0.13982426
ITA-Serie A,2022 - 2023,Atalanta,Ademola Lookman,NGA,"FW,MF",24,1997,0.041941125,0.1351093,0.011225885,0.082449004,0.10048926,-0.029949728,-0.056550022,-0.6775749,0.028960159,0.24531366
ITA-Serie A,2022 - 2023,Atalanta,Caleb Okoli,ITA,DF,21,2001,0.32686839,-0.37289637,-0.6276609,0.28794086,0.73087233,0.2743676,-0.103708655,-0.47734612,-0.5633011,0.013187052
ITA-Serie A,2022 - 2023,Atalanta,Davide Zappacosta,ITA,DF,30,1992,-0.1487077,-0.22174874,-0.49926803,0.111990035,-0.024002017,0.016930293,0.0967458,-0.5718621,-0.29995832,0.26152462
ITA-Serie A,2022 - 2023,Atalanta,Duván Zapata,COL,FW,31,1991,0.27544513,-0.5114281,-0.08603319,0.29205632,0.12441301,0.116389595,-0.11690409,-0.5369987,-0.353808,0.2113379
ITA-Serie A,2022 - 2023,Atalanta,Giorgio Scalvini,ITA,DF,18,2003,0.048161745,-0.29196674,-0.60472643,-0.14249249,0.3283146,-0.016362011,0.10206474,-0.18130395,-0.3552138,-0.23195757
ITA-Serie A,2022 - 2023,Atalanta,Hans Hateboer,NED,DF,28,1994,0.16090512,-0.27390414,-0.5186561,0.2463162,0.27969936,0.113251604,0.0142509155,-0.47525373,-0.44619685,0.12147049
ITA-Serie A,2022 - 2023,Atalanta,Joakim Mæhle,DEN,"DF,MF",25,1997,0.06570127,-0.30599877,-0.45471454,-0.21750414,-0.059369057,0.18096456,0.22325638,-0.4575185,-0.33217704,0.22835948
ITA-Serie A,2022 - 2023,Atalanta,Luis Muriel,COL,"FW,MF",31,1991,0.35805035,-0.0583278,-0.13898838,0.33212566,-0.029404491,-0.0012759354,-0.078071766,-0.5585595,-0.09214264,0.38815552
ITA-Serie A,2022 - 2023,Atalanta,Mario Pašalić,CRO,"MF,FW",27,1995,0.02550293,-0.18016563,-0.26100862,-0.0042360863,0.4232608,0.13003784,0.0168587,-0.58016115,-0.41118568,0.0017398667
ITA-Serie A,2022 - 2023,Atalanta,Marten de Roon,NED,MF,31,1991,0.10328145,0.09187748,-0.66656125,-0.3266576,0.3902659,-0.18079492,0.23213373,-0.26424095,-0.40638816,-0.21156119
ITA-Serie A,2022 - 2023,Atalanta,Merih Demiral,TUR,DF,24,1998,-0.053407237,-0.30313566,-0.6984983,0.19526225,0.5754011,0.03405833,-0.094613634,-0.34405288,-0.54127127,-0.16876611
ITA-Serie A,2022 - 2023,Atalanta,Rasmus Højlund,DEN,FW,19,2003,-0.09926838,-0.38652357,0.07816891,0.046551708,0.18706147,0.109985374,-0.028133785,-0.63932216,-0.43930155,0.26151168
ITA-Serie A,2022 - 2023,Atalanta,Teun Koopmeiners,NED,MF,24,1998,0.2390932,0.16875887,-0.30505243,-0.34612367,0.043111943,-0.26208723,0.017469276,-0.29503432,-0.1517696,0.15990089
ITA-Serie A,2022 - 2023,Atalanta,Éderson,BRA,MF,23,1999,0.3416037,-0.2654994,-0.38111493,-0.0034611032,0.16416991,-0.26651326,0.32268587,-0.33826798,-0.49478218,-0.2079892
ITA-Serie A,2022 - 2023,Bologna,Andrea Cambiaso,ITA,DF,22,2000,0.31706014,-0.3390513,-0.5983213,-0.053175133,-0.12990788,0.079306744,0.34732735,-0.37859792,-0.32824123,0.024355615
ITA-Serie A,2022 - 2023,Bologna,Charalampos Lykogiannis,GRE,DF,28,1993,0.17435285,0.0001591593,-0.58740944,0.27961126,0.21483776,-0.009427784,-0.18931232,-0.38631305,-0.37537983,0.46874267
ITA-Serie A,2022 - 2023,Bologna,Jerdy Schouten,NED,MF,25,1997,0.3161687,-0.37939578,-0.6127401,-0.10942187,0.17676845,-0.049942758,0.1565033,-0.38921216,-0.4380569,-0.4849145
ITA-Serie A,2022 - 2023,Bologna,Jhon Lucumí,COL,DF,24,1998,0.15065268,-0.3663025,-0.7611498,-0.15652648,0.23301023,0.17892931,-0.076236196,0.29859695,-0.44156015,-0.38738889
ITA-Serie A,2022 - 2023,Bologna,Lewis Ferguson,SCO,"MF,FW",22,1999,-0.14412971,-0.16959806,-0.43438753,-0.20579429,0.2704256,-0.06782539,0.12110908,-0.5870274,-0.5208276,0.017901639
ITA-Serie A,2022 - 2023,Bologna,Michel Aebischer,SUI,"FW,MF",25,1997,0.21987452,-0.29334384,-0.4927578,0.06901447,0.23951489,0.057182822,-0.1621189,-0.673376,-0.5218825,-0.011110191
ITA-Serie A,2022 - 2023,Bologna,Musa Barrow,GAM,"FW,MF",23,1998,0.26275128,-0.27450904,-0.24859244,0.01551049,0.0028442105,0.13820055,0.0036929008,-0.59947115,0.091780595,0.23787811
ITA-Serie A,2022 - 2023,Bologna,Nicolás Domínguez,ARG,MF,24,1998,0.20221107,-0.053171247,-0.43470624,-0.107252106,0.21395034,-0.2206228,0.40405416,-0.43705213,-0.37263605,-0.19862416
ITA-Serie A,2022 - 2023,Bologna,Nikola Moro,CRO,MF,24,1998,0.23571591,-0.065249726,-0.47243452,0.3005858,0.12333327,0.06252153,-0.01264894,-0.5024942,0.049107432,-0.1812188
ITA-Serie A,2022 - 2023,Bologna,Riccardo Orsolini,ITA,FW,25,1997,0.24707623,-0.21953647,0.10322927,-0.038246725,0.20201352,-0.26074138,-0.0040170634,-0.5644982,-0.16438206,0.19046246
ITA-Serie A,2022 - 2023,Bologna,Stefan Posch,AUT,DF,25,1997,-0.11613037,-0.05619363,-0.553247,-0.25587457,0.30901083,-0.1883312,0.283192,-0.025659693,-0.29717702,-0.03664199
ITA-Serie A,2022 - 2023,Cremonese,Charles Pickel,COD,MF,25,1997,0.31657997,-0.36714983,-0.52574605,-0.14224486,0.46023384,-0.084616385,0.19042987,-0.5109015,-0.5596518,-0.10544381
ITA-Serie A,2022 - 2023,Cremonese,Cristian Buonaiuto,ITA,"MF,FW",29,1992,0.5579193,-0.1397697,-0.094365165,0.37436512,0.20408405,-0.1019328,0.08125839,-0.6564989,-0.50319463,0.27776128
ITA-Serie A,2022 - 2023,Cremonese,Cyriel Dessers,NGA,FW,27,1994,0.14830764,-0.3970879,-0.03956174,0.1884322,0.40340048,-0.0064623854,-0.082436115,-0.6285519,-0.40468368,0.34299502
ITA-Serie A,2022 - 2023,Cremonese,David Okereke,NGA,"FW,MF",24,1997,0.15130408,-0.3600604,-0.15447935,-0.082549654,0.056968972,-0.17972152,-0.1180231,-0.6719938,-0.49676844,0.26582488
ITA-Serie A,2022 - 2023,Cremonese,Emanuele Valeri,ITA,DF,23,1998,0.48923144,-0.37589055,-0.52657306,-0.30799174,-0.115187876,-0.22714981,0.19628397,-0.33662364,-0.24283986,0.6282918
ITA-Serie A,2022 - 2023,Cremonese,Frank Tsadjout,ITA,FW,23,1999,0.09723534,-0.30025515,-0.284399,0.5058236,0.21445778,-0.18503238,-0.20440462,-0.57138735,-0.2766679,0.30062172
ITA-Serie A,2022 - 2023,Cremonese,Johan Vásquez,MEX,DF,23,1998,0.030857062,-0.47909108,-0.7611195,0.2018215,0.23091221,-0.2346207,-0.15030889,-0.06303241,-0.42134076,0.010622414
ITA-Serie A,2022 - 2023,Cremonese,Leonardo Sernicola,ITA,DF,25,1997,0.29447988,-0.46914008,-0.5644251,-0.0369418,0.035144325,-0.2735643,0.113585964,-0.28902027,-0.24667539,0.3975038
ITA-Serie A,2022 - 2023,Cremonese,Luka Lochoshvili,GEO,DF,24,1998,0.024175398,-0.42421004,-0.7296781,0.23952731,0.28181827,0.0013788707,-0.07151686,-0.05916538,-0.27000114,0.019781584
ITA-Serie A,2022 - 2023,Cremonese,Matteo Bianchetti,ITA,DF,29,1993,0.0148364,-0.4038671,-0.6944852,0.1782695,0.405306,-0.07132098,-0.22840597,0.029456757,-0.50965136,-0.061637077
ITA-Serie A,2022 - 2023,Cremonese,Michele Castagnetti,ITA,MF,32,1989,0.4801991,-0.022959733,-0.5929837,0.2624304,0.21440834,-0.06816447,0.12405632,-0.48249623,-0.3929043,-0.025297865
ITA-Serie A,2022 - 2023,Cremonese,Soualiho Meïté,FRA,MF,28,1994,0.40299952,-0.42749614,-0.59345853,0.006444756,0.08345919,-0.12366278,0.05072461,-0.47227702,-0.37512544,-0.28624687
ITA-Serie A,2022 - 2023,Empoli,Alberto Grassi,ITA,MF,27,1995,0.314668,-0.42264935,-0.63133967,0.31199834,0.40662193,0.07001044,-0.053373717,-0.47435296,-0.55684626,-0.12302535
ITA-Serie A,2022 - 2023,Empoli,Ardian Ismajli,ALB,DF,25,1996,0.17249204,-0.58217543,-0.7197626,0.245581,0.22151189,-0.06641814,-0.15926728,0.11929028,-0.5162695,-0.39326707
ITA-Serie A,2022 - 2023,Empoli,Fabiano Parisi,ITA,DF,21,2000,0.19905923,-0.35152632,-0.6465657,-0.36480272,-0.34835798,-0.4627332,0.33455226,-0.2983881,-0.50722325,0.13201123
ITA-Serie A,2022 - 2023,Empoli,Filippo Bandinelli,ITA,MF,27,1995,0.32722998,-0.19636463,-0.5568367,-0.17453785,0.10777677,-0.18558903,0.20067134,-0.4929765,-0.49593633,0.32263452
ITA-Serie A,2022 - 2023,Empoli,Liam Henderson,SCO,MF,26,1996,0.45097673,-0.116868064,-0.56493515,0.12388159,0.5668486,0.26852873,-0.06543533,-0.6996563,-0.40821522,0.20349474
ITA-Serie A,2022 - 2023,Empoli,Martin Satriano,URU,FW,21,2001,0.3548089,-0.5795154,-0.15284654,0.15483025,0.24670298,0.03339887,-0.0688253,-0.64977825,-0.45124725,0.31511518
ITA-Serie A,2022 - 2023,Empoli,Nedim Bajrami,ALB,"MF,FW",23,1999,0.2921736,-0.15159802,-0.4009807,0.424961,0.17263836,0.06368524,-0.10596622,-0.6964831,-0.37348703,0.282235
ITA-Serie A,2022 - 2023,Empoli,Nicolas Haas,SUI,MF,26,1996,0.10897705,-0.27149442,-0.53092176,0.25163263,0.5428201,0.12701178,-0.019792773,-0.6465694,-0.41294122,0.086793646
ITA-Serie A,2022 - 2023,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",21,2000,-0.09043161,-0.15168752,-0.26742986,0.23102325,0.11718828,-0.21654248,0.09774421,-0.742715,-0.3174211,0.29034162
ITA-Serie A,2022 - 2023,Empoli,Petar Stojanović,SVN,DF,26,1995,0.36910385,-0.23378675,-0.68439984,0.099692576,0.07011064,0.08879957,0.14507252,-0.5199033,-0.4356235,0.07996045
ITA-Serie A,2022 - 2023,Empoli,Răzvan Marin,ROU,MF,26,1996,0.36662507,0.07887092,-0.5649767,-0.18063901,0.07073137,-0.03613283,0.06307115,-0.3677997,-0.13459732,0.1256829
ITA-Serie A,2022 - 2023,Empoli,Sebastiano Luperto,ITA,DF,25,1996,-0.13987516,-0.44531977,-0.7813982,-0.1284696,0.19439167,-0.19868444,-0.44694602,0.51941746,-0.4060892,-0.26978254
ITA-Serie A,2022 - 2023,Empoli,Tommaso Baldanzi,ITA,MF,19,2003,0.092741944,-0.06823893,-0.44874033,0.00086480915,0.024691207,-0.08664107,0.08572577,-0.7816411,-0.49500254,0.29610255
ITA-Serie A,2022 - 2023,Empoli,Tyronne Ebuehi,NGA,DF,26,1995,0.022765014,-0.51512283,-0.4938559,0.10742514,0.22682065,0.21254012,-0.07285118,-0.31711516,-0.19547488,0.044400755
ITA-Serie A,2022 - 2023,Fiorentina,Aleksa Terzić,SRB,DF,22,1999,0.13168126,0.025668576,-0.6446864,0.37302557,-0.15095915,0.059156027,-0.042147864,-0.44057983,-0.29391474,0.42886835
ITA-Serie A,2022 - 2023,Fiorentina,Alfred Duncan,GHA,MF,29,1993,0.19131047,-0.07906633,-0.6284491,0.33257326,0.08180983,-0.093522094,-0.14648521,-0.5631239,-0.43106735,0.1834368
ITA-Serie A,2022 - 2023,Fiorentina,Antonín Barák,CZE,MF,27,1994,0.20582202,-0.28409743,-0.31239244,0.09999181,0.047642354,0.04200907,-0.046758704,-0.49631265,-0.550837,0.11377804
ITA-Serie A,2022 - 2023,Fiorentina,Cristiano Biraghi,ITA,DF,29,1992,0.38771382,0.119620934,-0.6078314,-0.32668966,0.117908955,-0.014726427,0.20081672,-0.1840862,-0.102732,0.33808288
ITA-Serie A,2022 - 2023,Fiorentina,Dodô,BRA,DF,23,1998,0.26799634,-0.1567253,-0.65390205,-0.21339956,-0.212663,-0.01945093,0.18993598,-0.5724919,-0.27071744,0.12754573
ITA-Serie A,2022 - 2023,Fiorentina,Jonathan Ikone,FRA,FW,24,1998,0.1493749,-0.2905454,-0.17131285,-0.002470654,-0.1481198,0.13845386,0.031162621,-0.65459067,-0.26935592,0.19206709
ITA-Serie A,2022 - 2023,Fiorentina,Lorenzo Venuti,ITA,DF,27,1995,0.25734255,-0.19622529,-0.6532967,0.44995156,0.15469457,0.19962052,-0.05787669,-0.50665,-0.4313507,0.052636974
ITA-Serie A,2022 - 2023,Fiorentina,Lucas Martínez Quarta,ARG,DF,26,1996,0.15357424,-0.13765271,-0.5886625,0.122931175,0.36028105,-0.03499835,0.2085153,0.2513529,-0.4446397,-0.3813537
ITA-Serie A,2022 - 2023,Fiorentina,Luka Jović,SRB,"FW,MF",24,1997,0.07449752,-0.25177744,0.0019574587,0.31235194,0.39087003,0.14318745,-0.05210704,-0.64491314,-0.29260734,0.007850029
ITA-Serie A,2022 - 2023,Fiorentina,Rolando Mandragora,ITA,MF,25,1997,0.3002734,0.07941042,-0.44304392,0.001016378,0.36128804,0.069959655,0.16709359,-0.4370283,-0.20097424,0.08018681
ITA-Serie A,2022 - 2023,Fiorentina,Sofyan Amrabat,MAR,MF,25,1996,0.37663683,0.009584022,-0.6122104,0.02916486,-0.0049774908,0.0104088895,0.022912351,-0.28825358,-0.43878967,-0.23842137
ITA-Serie A,2022 - 2023,Hellas Verona,Adrien Tameze,CMR,MF,28,1994,0.46484694,-0.48752666,-0.5774253,-0.22096759,0.17042235,-0.26252496,0.1537685,-0.4950352,-0.5449815,-0.20964713
ITA-Serie A,2022 - 2023,Hellas Verona,Fabio Depaoli,ITA,DF,25,1997,0.2368246,-0.5267385,-0.5402164,-0.068501644,0.35377333,-0.18322043,0.13326122,-0.52620935,-0.2748786,0.29341877
ITA-Serie A,2022 - 2023,Hellas Verona,Federico Ceccherini,ITA,DF,30,1992,-0.18163124,-0.21977536,-0.6969434,0.24410574,0.27790117,-0.20314,-0.26869854,-0.33696255,-0.4318953,0.035309553
ITA-Serie A,2022 - 2023,Hellas Verona,Giangiacomo Magnani,ITA,DF,26,1995,0.32538223,-0.54099363,-0.7073146,0.3984808,0.42282003,0.037935395,-0.13545434,-0.1492731,-0.36090982,0.0063687437
ITA-Serie A,2022 - 2023,Hellas Verona,Josh Doig,SCO,DF,20,2002,0.14026988,-0.41671035,-0.419569,0.27764234,0.16774957,0.0056398995,-0.032898046,-0.56726897,-0.13872452,0.29752344
ITA-Serie A,2022 - 2023,Hellas Verona,Kevin Lasagna,ITA,"FW,MF",29,1992,0.49533147,-0.5869813,0.016899183,0.2783995,0.37329242,0.16257891,0.042646274,-0.638354,-0.42857954,0.28765598
ITA-Serie A,2022 - 2023,Hellas Verona,Koray Günter,GER,DF,27,1994,0.035638828,-0.22725317,-0.6007662,0.46734163,0.3178219,-0.065214664,-0.29304472,-0.26795724,-0.46509326,0.03635861
ITA-Serie A,2022 - 2023,Hellas Verona,Milan Đurić,BIH,FW,32,1990,0.37547415,-0.6149758,-0.2638615,0.28930727,0.44457957,-0.06614297,-0.35532022,-0.39370131,-0.33409935,0.5183312
ITA-Serie A,2022 - 2023,Hellas Verona,Ondrej Duda,SVK,MF,27,1994,0.38121718,-0.31059232,-0.5210893,0.4745233,0.14352053,-0.055391435,-0.06519135,-0.549273,-0.52004707,0.013620285
ITA-Serie A,2022 - 2023,Hellas Verona,Thomas Henry,FRA,FW,27,1994,0.32695794,-0.47931397,-0.23819941,0.35154954,0.52177596,-0.1428783,-0.3044336,-0.58361703,-0.36152238,0.5620142
ITA-Serie A,2022 - 2023,Inter,Alessandro Bastoni,ITA,DF,23,1999,0.26149023,-0.13623494,-0.5945292,-0.038467035,0.14054084,0.27655452,0.02283813,0.12176847,-0.3963625,0.059291784
ITA-Serie A,2022 - 2023,Inter,Denzel Dumfries,NED,DF,26,1996,0.28875184,-0.47507924,-0.2950439,-0.050262798,0.14252314,0.21492887,0.25578028,-0.35118514,-0.3403055,0.35337606
ITA-Serie A,2022 - 2023,Inter,Edin Džeko,BIH,FW,36,1986,0.050046217,-0.18535255,0.025397157,0.03660612,0.47776425,0.17793067,-0.009894599,-0.603041,-0.32114616,0.365952
ITA-Serie A,2022 - 2023,Inter,Federico Dimarco,ITA,DF,24,1997,0.29577327,0.10416199,-0.42356122,-0.18543473,0.240691,0.17928138,0.12216687,-0.43144467,-0.2388499,0.5846585
ITA-Serie A,2022 - 2023,Inter,Francesco Acerbi,ITA,DF,34,1988,0.20916474,-0.37099546,-0.6558157,-0.030256193,0.16191237,0.31031787,-0.087485485,0.09911369,-0.38078573,-0.22550498
ITA-Serie A,2022 - 2023,Inter,Hakan Çalhanoğlu,TUR,MF,28,1994,0.42895812,0.21684666,-0.4117004,-0.23902252,0.18842195,0.11172855,0.10665451,-0.4660603,-0.01148829,0.01731832
ITA-Serie A,2022 - 2023,Inter,Henrikh Mkhitaryan,ARM,MF,33,1989,0.1623442,-0.113629155,-0.43049648,-0.08242171,0.11697448,0.012250144,0.13008152,-0.58975405,-0.38900363,-0.082454026
ITA-Serie A,2022 - 2023,Inter,Lautaro Martínez,ARG,FW,24,1997,-0.2371784,-0.14309774,0.2082163,-0.27126625,0.44123694,-0.11692273,0.1432036,-0.75540525,-0.16708687,0.14384699
ITA-Serie A,2022 - 2023,Inter,Marcelo Brozović,CRO,MF,29,1992,0.092926666,0.060927626,-0.50317514,-0.012579442,0.178573,0.12115946,0.058595303,-0.4534485,-0.062770225,-0.22608927
ITA-Serie A,2022 - 2023,Inter,Matteo Darmian,ITA,DF,32,1989,0.06032606,-0.17698939,-0.6746176,-0.055894263,0.18844543,0.07023325,0.2039676,-0.34618324,-0.33905736,-0.021733752
ITA-Serie A,2022 - 2023,Inter,Milan Škriniar,SVK,DF,27,1995,0.1738253,-0.28285107,-0.6304265,0.27491653,0.09350348,0.14880435,-0.15549111,0.0019501349,-0.5843813,-0.50854844
ITA-Serie A,2022 - 2023,Inter,Nicolò Barella,ITA,MF,25,1997,0.052154228,-0.012595837,-0.4470965,-0.30677652,-0.12446203,-0.044372194,0.2195422,-0.48231873,-0.1004086,0.14070137
ITA-Serie A,2022 - 2023,Inter,Robin Gosens,GER,DF,28,1994,0.042377092,-0.07789072,-0.3838276,0.28293478,0.3000353,0.07718474,0.20026504,-0.43829116,-0.5148407,0.3687329
ITA-Serie A,2022 - 2023,Inter,Romelu Lukaku,BEL,FW,29,1993,0.07575176,-0.20681949,0.068774395,0.23563807,0.2858725,0.068778574,-0.23940559,-0.4808589,0.03829004,0.24233173
ITA-Serie A,2022 - 2023,Inter,Stefan de Vrij,NED,DF,30,1992,0.06895904,-0.36826256,-0.5936889,0.17576982,0.24015449,0.13410585,-0.17763416,-0.039162215,-0.58090025,-0.3710257
ITA-Serie A,2022 - 2023,Juventus,Adrien Rabiot,FRA,MF,27,1995,-0.09746106,-0.2920172,-0.32418054,-0.21338642,0.14154224,-0.1929978,0.24900484,-0.37847358,-0.23300436,-0.07688446
ITA-Serie A,2022 - 2023,Juventus,Arkadiusz Milik,POL,FW,28,1994,-0.05923299,-0.11184135,-0.12179485,0.2069462,0.35853377,-0.0016097189,-0.08654214,-0.59911376,-0.4393996,0.17548828
ITA-Serie A,2022 - 2023,Juventus,Danilo,BRA,DF,31,1991,0.026579775,-0.08436831,-0.6963173,-0.40673992,0.4153698,-0.022083968,0.26669592,0.27381453,-0.26000893,-0.23368338
ITA-Serie A,2022 - 2023,Juventus,Dušan Vlahović,SRB,FW,22,2000,0.124637775,-0.21018142,0.051501043,0.121734016,0.30426803,-0.09420927,-0.23705621,-0.5649778,-0.32024467,0.13847506
ITA-Serie A,2022 - 2023,Juventus,Fabio Miretti,ITA,"MF,FW",18,2003,0.42922306,-0.45326087,-0.31531847,0.28030765,0.229161,0.15881078,0.13412884,-0.6535397,-0.37085757,0.13272439
ITA-Serie A,2022 - 2023,Juventus,Federico Gatti,ITA,DF,24,1998,0.25942248,-0.21990454,-0.61484194,0.35347056,0.18484478,0.16515663,-0.17731747,-0.08254715,-0.58007365,-0.16272838
ITA-Serie A,2022 - 2023,Juventus,Filip Kostić,SRB,"DF,FW",29,1992,0.302675,-0.32667226,-0.39772728,-0.21536006,-0.0029608447,0.060448997,0.16387475,-0.31769386,0.04655947,0.5023453
ITA-Serie A,2022 - 2023,Juventus,Juan Cuadrado,COL,"DF,FW",34,1988,0.3613534,-0.11987251,-0.50984925,-0.06437591,-0.0014357781,-0.026799012,0.23993011,-0.45445377,-0.2548279,0.047527786
ITA-Serie A,2022 - 2023,Juventus,Leandro Paredes,ARG,MF,28,1994,0.25734988,0.18858579,-0.5850746,0.38838238,0.10216754,-0.01794984,-0.11001308,-0.46347126,-0.46856698,-0.018544124
ITA-Serie A,2022 - 2023,Juventus,Manuel Locatelli,ITA,MF,24,1998,0.38893715,-0.20721145,-0.5336516,-0.08831425,0.3047005,-0.056070853,0.16305286,-0.2914368,-0.39088213,-0.28555116
ITA-Serie A,2022 - 2023,Juventus,Moise Kean,ITA,FW,22,2000,-0.03220415,-0.17031994,0.015860897,0.4553909,0.42911088,0.010257803,0.08215229,-0.7047968,-0.5020967,0.32525852
